lihtc_project_id,normalized_state_id,hud_property_name,property_street_address,city,state,zip_code,state_id
PAA00264584,PAA87007678,Independent Wealth Management,662 Oriole Pine,Vestavia Hills,PA,92516,TC2216-9300
PAA80687978,TC0758-0777,Powerbod,359 London Hill,Country Club Hills,PA,47376,TC6282-5620
PAA03242604,PAA18998401,XPAC,257 Sal Boulevard,Bergenfield,PA,80742,TC8910-9818
PAA49931898,TC8550-2085,218 South Gate Walk,1101 H Square,Kalamazoo,PA,14561,PAA31349622
PAA70248786,TC2422-2240,Stewart-Warner,761 Orben Center,Cedar Park,PA,39345,PAA88203414
PAA63130871,TC2284-3986,American Greetings,1264 Piedmont Expressway,Chicopee,PA,53909,TC8306-5260
PAA44557249,PAA85369569,1107 Lisbon Ferry,170 Yacht Landing,Agoura Hills,PA,59681,PAA46331152
PAA89641372,PAA85428897,Arizona Stock Exchange,1372 Manzanita Bayou,Rock Springs,PA,76751,TC8575-6817
PAA53724698,PAA19318522,548 Felton Trail,1051 Teresita Freeway,Sand Springs,PA,41264,TC8700-6774
PAA91787629,PAA30851343,EMC Corporation,739 Lippard Plaza,College Station,PA,56407,PAA35802699
PAA01845089,TC0214-1708,Limited Brands,451 Wyton Heights,Twin Falls,PA,09135,PAA47571086
PAA57262643,PAA74088145,The Flying Hippo,248 Chapman Center,Richmond,PA,05545,PAA07562465
PAA33441125,PAA03158014,400 Ashbury Hills,953 De Long Plaza,Payson,PA,38181,TC7783-9282
PAA31454157,TC5985-9192,507 Foerster Cove,824 Golding Garden,Downey,PA,30578,TC4907-5181
PAA14808473,PAA32374441,Applied Materials,916 Pelton Extension,Royal Palm Beach,PA,17883,PAA56343948
PAA40915945,PAA20462143,Harley-Davidson,56 Rossi Turnpike,Leominster,PA,51888,TC8195-5140
PAA93864495,PAA92936154,KBR,631 Griffith Arcade,Hayward,PA,92432,TC5519-2794
PAA81364437,PAA32182006,548 Melba Gardens,40 Ignacio Green,Battle Creek,PA,92692,TC3547-8812
PAA69675057,PAA66046868,225 John Muir Stravenue,603 Dolphin Hills,Gadsden,PA,42338,TC1719-3532
PAA82689981,TC0172-8283,274 Temple Grove,587 Belden Crescent,Yuma,PA,66238,PAA58960955
PAA95137704,PAA30346444,49 Niantic Cove,262 Easement Trail,Nixa,PA,21924,PAA16571968
PAA29828079,PAA72531626,Corpbay,1083 Mclaren Lodge Access Street,Bakersfield,PA,00937,PAA32909927
PAA60877676,PAA22335418,General Mills,261 Yale Alley,Leominster,PA,13000,PAA34914909
PAA97116505,PAA67407399,519 Broderick Rapids,511 Mount Vernon Ferry,Cranston,PA,90230,TC2668-0269
PAA80384430,TC9453-9963,"Sterling Ledet & Associates, Inc.",308 Delta Bypass,Emporia,PA,25243,PAA49259002
PAA50176734,TC8612-5425,391 Bosworth Field,346 Roselyn Bend,Springdale,PA,16608,PAA50320967
PAA03036276,PAA83119266,1077 Bonnie Brae Point,477 Cyril Magnin Junction,Wellington,PA,17985,TC5756-4526
PAA37210020,PAA55862697,982 Pfeiffer Bayou,259 Amatury Hill,South San Francisco,PA,21837,PAA24457621
PAA72749744,TC7037-1855,Liz Claiborne,605 Oak Grove Ranch,Manchester,PA,27806,PAA35212879
PAA02957336,PAA18909628,1177 Towerside Hill,1007 Treasure Island Freeway,Mokena,PA,29251,PAA95219900
PAA58365195,PAA03255159,Sexy Babe,349 Dewey Crescent,North Miami,PA,43851,PAA25044418
PAA26026320,PAA88434004,Dillard's,887 Acacia Lake,Soledad,PA,09802,TC3324-2768
PAA06379661,PAA37446744,Quiznos,1028 Page Mews,Palmdale,PA,84827,PAA26056632
PAA73192789,TC9540-2054,727 Liberty Freeway,403 Copper Bypass,Arlington Heights,PA,85787,PAA10293868
PAA32565012,PAA15599002,Midway Games,802 Thornburg Court,San Fernando,PA,40375,PAA89040524
PAA76355130,PAA56858862,620 Chinook Green,226 Schofield Bypass,Milledgeville,PA,86934,PAA01949340
PAA65706303,TC0720-4638,Dow Chemical Company,1166 Rico Estate,Allen Park,PA,25585,TC2389-9579
PAA27541116,TC7877-6721,985 Elmhurst Gardens,204 Harney Canyon,Munster,PA,12085,PAA73527913
PAA75858855,PAA28953074,10 Erie Lake,812 Jarboe Landing,South Lake Tahoe,PA,56756,PAA02641746
PAA03596762,PAA56859956,Bank of New York Mellon,1176 Spreckels Lake Freeway,Dublin,PA,49420,TC2578-0415
PAA95369157,TC8048-2348,XPAC,1315 Beacon Landing,Melbourne,PA,24847,TC5577-6447
PAA03423660,PAA72520634,Allergan,1204 Fauntleroy Field,Crestview,PA,78505,PAA51599050
PAA01115375,PAA13917365,ABM Industries,10 Blair Pike,Stephenville,PA,68568,PAA61271469
PAA31931323,PAA84428857,590 Lunado Mall,766 Concord Lane,Kankakee,PA,86668,TC3207-4532
PAA69456835,TC7646-1714,1104 Guy Field,1190 Oak Access Expressway,Matteson,PA,05885,PAA58553697
PAA09670352,TC2897-0258,House of Gas,1265 Rausch Trail,Kirkwood,PA,42458,TC3427-9222
PAA47715333,TC4887-4005,Chargepal,839 San Jacinto Lane,Cornelius,PA,03333,TC4583-1146
PAA87504518,TC1780-3088,General Motors,415 San Benito Hill,Asheboro,PA,21002,PAA94645081
PAA97725955,PAA87669954,Bushmaster Firearms International,1070 Golf Course Road,Cranston,PA,01732,PAA56455608
PAA11296812,PAA53690553,404 Ocean Motorway,1185 Manor Walk,Ankeny,PA,28611,PAA63519068
PAA77419926,TC8116-6810,World Financial Group,170 Excelsior Path,Savage,PA,13350,PAA61174440
PAA00906920,TC0572-0678,431 Cosgrove Run,996 Precita Manor,Jacksonville,PA,95913,TC7969-3502
PAA70949701,PAA01593457,866 Pollock Landing,330 Cortland Circle,Bay City,PA,22794,TC0587-5628
PAA96579666,PAA48820501,186 Buena Vista Trail,255 Menoher Alley,Sammamish,PA,96887,PAA43989227
PAA88618437,PAA04576492,Martel Communication,891 Merchant Spur,Las Cruces,PA,82397,TC9130-9111
PAA06670350,PAA99911101,527 Dutton Viaduct,579 Mark Twain Annex,Mountlake Terrace,PA,33650,PAA95351446
PAA51600513,TC2485-4883,Aloha Airlines,229 Clifford Landing,Fairfax,PA,78900,TC8748-1630
PAA80275822,TC0475-3183,1248 Justin Annex,1315 Harlan Plaza,Salt Lake City,PA,42744,TC8564-5392
PAA24781956,TC1520-8917,242 De Haro Hill,1203 Crestline Rapids,Mayfield Heights,PA,24726,TC8451-3471
PAA71074494,PAA82011504,Helios Air,694 Lois Court,Rockwall,PA,94560,PAA32327398
PAA16455752,TC5402-8652,886 Dunnes Street,425 Pierpoint Trace,North Royalton,PA,76470,PAA36859725
PAA95939652,TC5387-7701,"Olan Mills, Inc.",353 Oloran Route,Coral Springs,PA,56703,TC1723-8249
PAA21187256,PAA97946698,766 Ewer Arcade,1345 Lane Lake,Piqua,PA,00157,PAA70297181
PAA11822863,PAA76237211,Hasbro,1393 Napier Highway,Wauwatosa,PA,00893,TC1387-4017
PAA05202501,PAA24695261,Paxton Media Group,1109 Rockaway Arcade,Wildwood,PA,90301,TC3449-5175
PAA80727478,PAA55985495,W. R. Grace and Company,439 Howth Cove,St. Marys,PA,39855,PAA90823507
PAA20559592,PAA05400365,199 Cyrus Stravenue,535 Security Pacific Rapids,Norton Shores,PA,29223,TC9925-3116
PAA83373610,TC3461-9193,Steinway & Sons,1388 Division Park,Bay City,PA,97249,TC3103-3874
PAA32900396,TC5728-8734,808 Lupine Spur,945 Zeno Landing,Harrisburg,PA,95754,PAA88078230
PAA37079171,TC0057-1814,Exelon Corporation,438 Bay Shore Bypass,SeaTac,PA,82229,TC9479-8471
PAA92621446,TC7525-0611,American Home Mortgage,493 Pratt Annex,Minnetonka,PA,37039,TC1182-8434
PAA23159368,TC9847-9830,General Communication,1013 Romolo Green,Gadsden,PA,11936,TC2834-8985
PAA79960565,PAA95862070,Crazy Tiger,1136 Arthur Court,Gilbert,PA,92982,PAA79897523
PAA23506951,PAA11222768,Federal National Mortgage Association,352 Prosper Street,Round Rock,PA,65024,TC3949-4081
PAA49601411,PAA87665483,494 Yukon Pine,549 Pacific Boulevard,Prescott Valley,PA,10657,TC1216-1255
PAA94216783,PAA72281975,717 Oriole Trace,1217 Upton Spur,Sahuarita,PA,34935,TC1334-5463
PAA81903214,TC6967-2610,510 Wallace Road,24 Merrie Boulevard,Greenacres,PA,26939,PAA09991402
PAA06648652,TC2468-2196,Citigroup,837 Oliver Manor,Pleasanton,PA,80118,PAA77564002
PAA50600773,TC0643-1578,1222 Myra Row,843 Holly Highway,Apple Valley,PA,00828,PAA18874399
PAA52018109,TC5355-7618,46 Albatross Motorway,575 San Miguel Bend,Prior Lake,PA,36966,TC5224-4565
PAA02154898,TC1665-5621,Colt's Manufacturing Company,691 Cochrane Gardens,Davis,PA,20219,PAA44036526
PAA29794503,TC8709-3832,Wise Appraisals,167 Letterman Expressway,Monroe,PA,84023,PAA25611749
PAA81849624,TC2556-8340,268 Exeter Grove,333 Avenue M Lake,Hays,PA,41382,PAA97439631
PAA76971643,PAA10913302,Integra Wealth,885 Hancock Glen,Ashtabula,PA,91360,PAA80463876
PAA24465634,TC6240-0003,1319 Homer Pass,563 Thorp Bayou,Alpharetta,PA,61602,TC1963-7218
PAA04392786,PAA04554464,Kmart,180 Cranleigh Center,Bayonne,PA,67000,PAA13947747
PAA63512606,PAA77110025,471 Rex Run,966 Gambier Lane,Hammond,PA,29222,TC6741-1028
PAA38175199,TC2569-3092,Yahoo!,936 Yukon Ferry,Brunswick,PA,67099,PAA02887426
PAA74753589,TC0255-0394,567 Regent Circle,1209 Park Crossing,Cudahy,PA,63104,TC9431-5316
PAA86393471,TC2250-9650,Perisolution,198 Corbin Annex,Gardner,PA,09153,PAA23670608
PAA57904914,TC5095-0113,665 Ross Pike,613 Pino Parkway,Benicia,PA,51655,PAA08587200
PAA48674348,PAA24698702,DynCorp International,801 Miguel Hill,West Haven,PA,41084,TC9784-9128
PAA43561422,TC4066-9386,State Street Corporation,445 Golden Gate Center,Riverbank,PA,92139,PAA29488640
PAA19929855,TC5564-4422,Peterbilt,400 Badger Rapids,Del City,PA,94347,TC8682-9514
PAA81903310,TC7538-2572,1186 Rose Court,281 Pilgrim Trail,San Marcos,PA,63349,TC0756-3760
PAA53149191,TC7854-1296,Netcore,735 Argonaut Pine,West St. Paul,PA,97110,TC9015-5402
PAA27588851,PAA98626284,Vitagee,295 Locksley Row,Culver City,PA,47598,PAA80141116
PAA00255302,PAA11369514,Monsource,592 Gibb Circle,Sheridan,PA,46007,PAA91626105
PAA06753838,PAA97108518,395 Oakhurst Alley,898 Hunt Stravenue,New Bern,PA,83071,TC2649-6454
PAA70575989,TC2713-1646,389 Mesa Hill,1399 Hallam Bypass,Altus,PA,94162,TC1888-1548
PAA82873969,PAA17182694,Forum Communications,836 Woolsey Estate,Chico,PA,44997,TC0399-9744
PAA79396440,PAA77172448,968 Fallon Crescent,1051 Collins Walk,Glendale Heights,PA,16453,TC0164-2132
PAA90997857,PAA97605135,Sky High Financial Advice,207 Mclaren Garden,Citrus Heights,PA,84471,PAA05840728
PAA58137013,PAA55416649,Gore-Tex,333 Edith Drive,Chicago,PA,52117,TC5100-0399
PAA94619604,PAA41197099,38 State Lane,1238 Edgemont Heights,Wasco,PA,81197,PAA76762125
PAA28592213,TC5032-2943,Pointers,1007 Montcalm Pass,Schenectady,PA,99527,TC3331-1464
PAA44794269,PAA68277629,837 Estero Rapids,1319 Rosie Lee Bridge,Temple Terrace,PA,82710,TC6165-8645
PAA64328963,TC2288-7506,96 Sedgewick Alley,713 San Lorenzo Park,Frankfort,PA,77590,TC8879-9734
PAA96048908,PAA23728048,1117 Sheldon Row,253 Orizaba Trace,Englewood,PA,95185,PAA58837598
PAA32254364,TC7920-1126,711 Garcia Estate,983 D Loop,New Castle,PA,37060,PAA26147146
PAA83150887,PAA94650647,1325 Santa Marina Viaduct,607 North Hughes Extension,Goodyear,PA,47954,PAA28294421
PAA40978778,PAA82881679,1245 Gambier Park,487 Encline Motorway,Cleburne,PA,62981,TC0288-2610
PAA69151721,TC4206-1423,Formula Grey,520 Bannan Stravenue,Marshfield,PA,75334,PAA78441361
PAA10116409,TC1709-4815,Eastman Chemical Company,1206 Colton Bend,Crystal,PA,44341,PAA96220397
PAA87130772,TC6309-5593,90 Division Freeway,845 Marvel Drive,Lenoir,PA,76779,TC6010-4118
PAA06284526,TC0519-9574,510 Edgehill Bridge,854 Harding Canyon,Menlo Park,PA,21669,TC0104-2093
PAA53945553,TC0609-8605,232 Oakwood Bridge,624 Bella Vista Bend,South Burlington,PA,56814,PAA93406839
PAA85227291,TC0898-0360,Intuit,608 Sanchez Estate,Joplin,PA,04765,TC0559-1709
PAA21328005,TC0301-0441,Boston Acoustics,1143 Whitecliff Loop,Mission,PA,16201,PAA93950517
PAA31303801,TC9525-6581,424 Sycamore Park,1073 Forest Knolls Lane,Jonesboro,PA,06575,PAA22903891
PAA38197061,TC7499-4817,NCR Corporation,189 Van Buren Pass,Conway,PA,44993,TC7659-9864
PAA51023625,PAA69166896,Sunoco,570 John F Shelley Gardens,Chicopee,PA,63835,PAA36193490
PAA80415937,TC3187-1965,Casco Bay Lines,734 Hyde Bypass,Highland,PA,45844,PAA25613228
PAA38598078,TC1500-0652,187 Keystone Garden,852 Milan Ferry,Newport News,PA,30745,PAA33483657
PAA23107038,TC4929-6501,Numark,121 Battery Safford Route,Liberty,PA,76057,PAA29022844
PAA68249629,PAA97873851,730 Hoff Crossing,1122 Lakewood Hill,Tempe,PA,07278,PAA06121326
PAA73293624,TC6097-1116,Gamma Realty,172 Amazon Path,Kentwood,PA,96219,TC3971-6435
PAA06961982,PAA19667565,The Hertz Corporation,601 Cloud Glen,Novato,PA,26358,PAA16146566
PAA20165011,TC5303-2987,Garden Master,1256 Finley Drive,Las Vegas,PA,74881,TC4109-2997
PAA36805854,TC8805-0159,Dresser Inc.,329 Wood Gardens,Layton,PA,23192,PAA56278346
PAA59094444,PAA00150704,CoolTouch Monitors,668 Child Bypass,Largo,PA,84883,PAA29658850
PAA52047734,TC2178-8802,1067 Quickstep Shore,469 Banneker Circle,Chesterfield,PA,47646,PAA80924550
PAA50930354,PAA40334363,512 Clay Road,166 Clipper Crescent,Paso Robles,PA,79351,TC4203-0494
PAA50126333,TC8876-8361,385 Longview Crossing,42 Concord Road,Westerville,PA,19567,PAA31582663
PAA91761761,TC3037-0994,1383 Hillview Creek,259 Jessie West Drive,Perth Amboy,PA,77877,TC2452-6521
PAA98393429,PAA30605157,1131 San Juan Trail,709 Brussels Freeway,Southgate,PA,28656,TC8443-5368
PAA43753058,TC3749-4074,Bank of America,876 Young Pass,Clarksville,PA,86110,PAA32135015
PAA02166083,PAA65064074,XPLANE,528 Teresita Gardens,Martinez,PA,30784,TC4655-8005
PAA48709908,TC0010-7533,558 Gilbert Center,606 Miller Turnpike,Buckeye,PA,87634,TC3006-2434
PAA36734057,PAA83042953,Quantrix,610 Hollywood Pass,Bremerton,PA,47851,TC1263-5263
PAA85172958,PAA16616647,829 White Lodge,708 Redfield Heights,Newark,PA,85749,PAA19989034
PAA25226263,PAA06372502,347 West Portal Shore,1046 Vidal Walk,Findlay,PA,40404,TC0695-1958
PAA05106585,PAA41055226,1147 Hulbert Row,1161 Harvard Estate,Newport,PA,81922,PAA69989684
PAA06884172,PAA39089030,336 Hemway Arcade,88 Homewood Row,Denver,PA,26711,TC5807-5502
PAA52504008,TC8361-5037,Lone Wolf Wealth Planning,350 Rockdale Lane,Copperas Cove,PA,36883,TC0045-0071
PAA29140927,PAA99011089,Vantec,101 Arago Street,Vacaville,PA,70911,TC8461-5790
PAA84486983,PAA26493692,First Choice Garden Maintenance,1284 Sedgewick Terrace,Glassboro,PA,86115,TC9504-5170
PAA05952080,PAA64052349,"Sterling Ledet & Associates, Inc.",295 Bonnie Brae Crescent,Chicago,PA,53744,TC9149-9585
PAA82660380,TC7534-0092,938 Serrano Route,596 San Benito Boulevard,Kingsville,PA,47625,TC3235-9527
PAA19726062,TC7536-6819,95 Dorland Shore,1306 Summit Plaza,Youngstown,PA,63240,TC3344-9368
PAA44821498,PAA67595836,386 Cole Junction,64 Littlefield Terrace,Somerville,PA,07324,TC8298-0555
PAA55162282,PAA08984022,113 Octavia Motorway,969 Carmelita Manor,Warner Robins,PA,94629,PAA38343943
PAA01017557,TC8049-2690,"Dell, Inc.",1294 Mary Teresa Run,Grove City,PA,59604,PAA41172890
PAA23862319,PAA89523763,Fox Film Corporation,1094 Colby Bend,El Reno,PA,75213,TC2591-4589
PAA87645658,TC0917-5162,MagnaSolution,135 Summit Arcade,Moorpark,PA,56137,PAA10469879
PAA52205514,PAA08833955,Johnson & Johnson,328 Stevenson Run,Wilkinsburg,PA,10957,PAA88650653
PAA76880376,TC8357-0944,Monk Real Estate Service,428 Hemway Ranch,Apex,PA,24273,TC8912-0593
PAA82762280,PAA68396778,AMC Entertainment,164 Jewett Gardens,Eagle,PA,36438,PAA55838250
PAA40224049,TC9801-6997,469 Lakeshore Ferry,146 Castle Ranch,Bethany,PA,08741,PAA90271519
PAA99156418,TC8797-3222,Walt Disney Company,753 Nordhoff Pike,Keller,PA,00590,TC9589-7353
PAA28277758,PAA75545536,810 Battery Crosby Junction,38 Aloha Grove,League City,PA,11344,PAA30047374
PAA64820208,TC6662-8191,1044 Infantry Trail,130 Macedonia Street,Kannapolis,PA,68193,PAA46772415
PAA49566253,TC1501-3040,Practi-Plan,1017 Moore Hills,Simi Valley,PA,50122,PAA94410798
PAA07999224,TC6861-9552,Gamma Realty,1397 Granada Hills,National City,PA,61577,PAA21549707
PAA79264311,TC5466-7111,UPS,307 Romolo Drive,Deerfield Beach,PA,20267,TC2286-9158
PAA37882473,PAA84427765,402 Simonds Street,837 Lottie Bennett Path,Spokane Valley,PA,44818,PAA20233391
PAA08846569,TC3210-7035,VF Corporation,705 Ceres Freeway,Allentown,PA,87479,PAA93950439
PAA59342060,TC0530-3285,DiC Entertainment,530 Boylston Ferry,Garner,PA,95567,PAA91281147
PAA54166657,PAA01226925,Honest Air Group,515 Spencer Crossing,Lawton,PA,10946,PAA59647876
PAA37733994,PAA00762763,The White Rabbit,986 Wedemeyer Hill,Norman,PA,26572,TC3703-0155
PAA62794949,PAA63398520,Fit Tonic,891 Greenwood Pike,Gretna,PA,79143,PAA16649515
PAA53109128,TC1515-3421,511 Sabin Highway,1162 Brewster Turnpike,Grove City,PA,50605,PAA17690507
PAA02152997,TC2617-9416,C.H. Robinson Worldwide,851 Heritage Avenue,Nampa,PA,13213,TC0583-0599
PAA14602874,TC0964-3036,Alliant Energy,363 Donahue Cove,Culver City,PA,71518,PAA98024636
PAA45704900,TC3455-0008,257 Shore View Creek,872 Calgary Court,Nogales,PA,97643,PAA51217517
PAA82509819,PAA54236986,1277 Davis Plaza,241 Ross Grove,Searcy,PA,18645,TC4829-7002
PAA58154601,TC9362-8046,Hornbeck Offshore Services,207 Potomac Glen,Vista,PA,69457,TC7103-2213
PAA59958423,TC6495-3211,43 Thorp Junction,841 Pemberton Shore,Mesa,PA,93037,TC5669-0095
PAA97277811,TC2378-4107,Creative Wealth,922 Crespi Lane,Brownwood,PA,81502,PAA11835420
PAA84153517,TC4376-9116,34 Greenwood Parkway,247 Restani Junction,Naples,PA,43405,TC0883-7369
PAA13611912,PAA74702774,808 Glenhaven Landing,980 School Lodge,Perris,PA,61584,TC5853-6137
PAA57908398,TC0766-5354,396 Bonview Plaza,956 Hayward Place,Southaven,PA,20578,TC8824-9023
PAA57865147,PAA01953617,282 Birch Run,543 Rockwood Point,Faribault,PA,76745,PAA35876781
PAA01578003,PAA10884032,Edge Yard Service,172 Decatur Row,Edgewater,PA,57579,TC6324-0715
PAA05415734,TC4060-0888,995 Geneva Mall,821 Ravenwood Glen,Davis,PA,38842,TC5746-6209
PAA74979915,PAA00154956,Carnival Cruise Lines,535 Ashton Mall,Moore,PA,02689,PAA22621621
PAA11207724,PAA69872575,502 Capra Park,219 Exchange Gardens,Beavercreek,PA,36122,PAA15671144
PAA51032435,TC8749-2884,949 Alma Heights,1308 Cohen Viaduct,Lauderdale Lakes,PA,65492,TC7547-9475
PAA64781097,TC7291-5060,Magna Wealth,1242 Jennings Road,Reno,PA,38636,PAA96805754
PAA59899445,TC7099-0845,Ashland Inc.,858 Princeton Pike,Madisonville,PA,58028,TC9946-3077
PAA83524068,PAA78939195,Automatic Data Processing,391 Steuben Rapids,Easton,PA,04666,TC2383-7498
PAA75937755,TC2961-9497,Dun Rite Lawn Care,312 Dorman Plaza,Killeen,PA,59908,PAA35902444
PAA92368881,PAA88710690,Lazysize,152 Culebra Junction,Calumet City,PA,14566,TC4478-1241
PAA20556792,PAA99154685,550 Jose Sarria Street,1175 Lurmont Lake,Marlborough,PA,49590,PAA23337889
PAA43294435,TC4926-5405,Earthworks Yard Maintenance,92 Nebraska Plaza,Rolling Meadows,PA,02853,TC4113-1151
PAA76983575,TC9410-9316,936 Boalt Avenue,1062 Sunrise Creek,Goldsboro,PA,99255,PAA92983638
PAA82763656,TC8671-6144,DST Systems,243 Carmelita Bend,Delano,PA,11810,PAA67147263
PAA41080411,TC4306-1360,792 Dorman Walk,555 Pennsylvania Terrace,Golden,PA,28418,PAA80688868
PAA55580617,TC6901-8936,1380 Lillian Street,692 Temple Landing,Miami Beach,PA,00465,TC8129-7599
PAA34126860,PAA92324303,920 Flood Drive,673 Belden Boulevard,Prescott Valley,PA,39061,TC8701-2392
PAA57082299,TC2165-1768,Monlinks,538 Miley Path,Kenner,PA,37644,PAA86102744
PAA67546628,TC9057-1741,396 Himmelmann Station,1018 Avenue B Parkway,Tinton Falls,PA,66311,TC9813-5042
PAA42859455,PAA02939740,Silicon Image,297 Sydney Grove,Sand Springs,PA,55377,PAA53890595
PAA87455184,PAA09596404,Quest Software,335 Fresnel Gardens,South Gate,PA,87412,PAA35866685
PAA32922609,TC4950-6337,Rite Aid Corporation,515 Pleasant Avenue,Gretna,PA,62447,PAA99391520
PAA75410468,TC4924-8229,41 Duncan Spur,1255 Varela Court,Newport News,PA,63520,PAA48656644
PAA38917046,TC2831-8322,Team Designers and Associates,1114 Baker Station,Calabasas,PA,24710,TC0917-2890
PAA92821932,TC1913-7250,Lee,557 Marine Square,Santee,PA,86312,TC5838-4362
PAA20338661,TC7357-3127,339 Walter U Lum Place,68 Morgan Parkway,Fairmont,PA,44495,TC9659-2585
PAA77181915,TC3279-3512,446 Saint Germain Hills,90 Merced Point,Mineola,PA,53422,PAA72527408
PAA88861731,PAA06515094,Chem-Dry,277 Princeton Glen,South Elgin,PA,01233,PAA84227348
PAA92736563,TC2354-8152,73 Jose Sarria Alley,1042 Icehouse Ferry,Plant City,PA,15031,TC6665-5155
PAA39504521,PAA50182275,Opticomp,869 Main Path,Norfolk,PA,76169,TC8186-2540
PAA22637522,PAA20081712,174 Louisiana Mews,643 Long Bayou,Jackson,PA,21397,PAA57207805
PAA39509225,TC0178-3699,Nutri G,1156 Bayview Stravenue,Watauga,PA,11282,TC3447-3127
PAA88023253,PAA83427801,Ubu Productions,848 Abbey Ferry,Port Huron,PA,49043,PAA21590232
PAA41406681,PAA96269314,Locost Accessories,1152 Sussex Route,Chandler,PA,87428,TC4856-4922
PAA15632842,TC8158-5655,1175 Madison Hills,193 Central Magazine Extension,Alexandria,PA,87502,PAA01460245
PAA01707227,TC6524-9814,Growmark,291 Diana Bypass,Greensboro,PA,59262,TC5840-0537
PAA04550596,TC3784-4040,AVST,1073 Mission Bay Crescent,Maplewood,PA,19466,PAA72040579
PAA78740371,PAA57590149,200 Juanita Heights,625 Brompton Boulevard,Meriden,PA,29604,TC1154-7605
PAA43905029,TC2408-4630,Lucas Oil,318 Reposa Court,Sebastian,PA,19302,TC0023-0494
PAA47911719,TC0170-0132,306 Mistral Trace,107 San Anselmo Square,Aiken,PA,13193,TC6399-1736
PAA98430289,PAA36580777,978 San Felipe Ferry,339 Pennington Lane,McDonough,PA,76307,PAA54255739
PAA98109621,PAA18946405,Growmark,496 Nadell Road,Rock Hill,PA,15701,PAA54848692
PAA01689608,PAA86429346,Eastman Kodak,139 Chatham Ferry,Casper,PA,48147,PAA54681117
PAA27982560,TC3537-5438,Bain Capital,410 Macarthur Stravenue,Casper,PA,04359,TC2131-7648
PAA38376226,PAA46548121,1150 Regent Junction,645 Chester Glen,Irving,PA,96870,TC0991-1143
PAA84717086,TC2859-6756,1060 De Forest Terrace,603 John Hills,Kernersville,PA,22486,PAA39820872
PAA86933485,TC3693-9656,409 Meacham Arcade,947 Stonecrest Rapids,Vestavia Hills,PA,33093,PAA49748922
PAA33440754,TC7598-3990,First Choice Garden Maintenance,264 Hugo Viaduct,Winter Haven,PA,43917,TC5506-0811
PAA81780174,PAA92938737,Verizon,758 Marcy Route,Hazleton,PA,99004,PAA80873179
PAA78528260,TC5158-0422,1261 Mojave Place,401 Progress Road,Eugene,PA,40303,TC0209-4442
PAA17568233,TC5737-9940,Friendly Advice,607 Corona Crescent,Easley,PA,50224,PAA22924619
