lihtc_project_id,normalized_state_id,latitude,longitude,census_tract,census_tract_2000,county_fips_code,municipality_fips,hud_property_name,property_street_address,city,state,zip_code,units,assisted_units,count_0br,count_1br,count_2br,count_3br,count_4br,federal_id,state_id,lihtc_credit,lihtc_construction_type,lihtc_year_allocated,lihtc_year_in_service,lihtc_amount,fmha_514_loan,fmha_515_loan,fmha_538_loan,scattered_site_ind,geom,geom_webmercator
PAA08953566,TC2682-1398,40.626246897714275,-79.74491277281395,42043499556,42083431604,42005,0109062,245 Oakdale Boulevard,736 Hattie Pine,Safety Harbor,PA,90745,636,510,184,83,42,52,15,PAA80324018,PAA81317846,Both,Acquisition and Rehab,2018,1987,20942,,False,False,Y,POINT (4522493.117495364 -15377213.845012907),POINT (4522493.117495364 -15377213.845012907)
PAA90306182,PAA05635776,40.23574403649694,-79.93623366122765,42095316474,42058624283,42008,1537238,Success Is Yours,1390 Hoff Parkway,Bismarck,PA,55044,73,423,305,197,40,34,32,PAA45488414,TC0714-5248,Both,New construction,1987,1985,None,,True,,N,POINT (4479022.5378313335 -15497961.288639832),POINT (4479022.5378313335 -15497961.288639832)
PAA76674407,PAA10048690,40.36412452262226,-79.77953477085217,42068650259,42053650137,42009,5100624,941 Taylor Turnpike,559 Palmetto Spur,Bullhead City,PA,50402,525,219,216,186,94,41,62,PAA25079469,PAA93847165,70 percent present value,New construction,2010,2005,None,,,,N,POINT (4493313.788174597 -15398898.584531484),POINT (4493313.788174597 -15398898.584531484)
PAA47110367,PAA07442855,40.31167069489344,-79.84111190743089,42034623864,42002315088,42002,5407303,932 Fremont Motorway,97 Raleigh Viaduct,Johns Creek,PA,84892,606,377,259,116,8,2,48,PAA45042069,PAA83341558,30 percent present value,New construction,2008,2022,None,,False,True,Y,POINT (4487474.654781666 -15437646.290399253),POINT (4487474.654781666 -15437646.290399253)
PAA71132981,TC7097-4138,40.327756432835066,-80.00821357343263,42032079472,42091740099,42001,1720167,ONEOK,1011 Serrano Court,Yuba City,PA,72769,78,86,213,9,97,92,69,PAA16163961,TC3771-4658,Both,Acquisition and Rehab,1983,2014,70798,False,,False,Y,POINT (4489265.310938362 -15543978.659175424),POINT (4489265.310938362 -15543978.659175424)
PAA17599318,TC0154-1896,40.51633301770664,-80.00095141204409,42076004412,42034452838,42008,8101756,Netgear,937 Gateview 1 Manor,Garfield Heights,PA,30227,388,591,396,77,43,28,17,PAA68748585,TC9617-5825,Both,New construction,2005,2003,None,True,,True,Y,POINT (4510257.560341801 -15539321.040467568),POINT (4510257.560341801 -15539321.040467568)
PAA19032825,TC3889-2029,40.35492868686515,-80.20545905875794,42000149114,42022976543,42003,6450252,Assurant,794 King Extension,Palo Alto,PA,86960,485,416,393,186,25,42,18,PAA88760846,PAA39543768,30 percent present value,Acquisition and Rehab,2005,2015,85065,False,True,True,N,POINT (4492290.112420697 -15671781.415087296),POINT (4492290.112420697 -15671781.415087296)
PAA85436561,TC9741-1493,40.6015367977559,-79.74890575373857,42040186165,42081447827,42009,8062704,627 Ridge Estate,1289 Breen Crescent,Hopkinsville,PA,43968,520,368,291,28,21,51,39,PAA05904866,PAA30173915,70 percent present value,Acquisition and Rehab,1996,2019,None,True,True,,Y,POINT (4519742.401750546 -15379711.064281851),POINT (4519742.401750546 -15379711.064281851)
PAA11526271,TC5056-5246,40.41395881307453,-80.22906159668968,42030698909,42084690147,42000,2922451,256 Liggett Station,353 Tulip Alley,North Ridgeville,PA,58353,378,361,285,128,26,93,63,PAA75601926,PAA70025901,70 percent present value,New construction,2014,2020,23999,True,True,,Y,POINT (4498861.316011787 -15687244.795604406),POINT (4498861.316011787 -15687244.795604406)
PAA87866710,TC7396-1093,40.48583989915777,-80.10088985668737,42012277560,42075554661,42008,4666875,McConn & Company,45 Bayview Park Path,Enterprise,PA,29249,116,89,300,19,71,88,53,PAA91584109,PAA15391388,70 percent present value,New construction,1985,1980,None,,,,N,POINT (4506863.081912241 -15603713.03276713),POINT (4506863.081912241 -15603713.03276713)
PAA71378560,PAA28084990,40.469784381126466,-80.3526200506338,42064214507,42057830784,42007,0590375,Wise Solutions,372 Moreland Bridge,Superior,PA,59517,591,600,81,153,37,82,15,PAA44876986,TC3753-7503,30 percent present value,Acquisition and Rehab,2015,1990,None,False,False,False,N,POINT (4505075.789820574 -15768803.631672988),POINT (4505075.789820574 -15768803.631672988)
PAA75663712,TC8020-1352,40.50205063422307,-79.92420689583062,42055872899,42072944967,42007,5210774,1216 Verna Plaza,1098 Ofarrell Bend,Milwaukie,PA,70375,633,114,276,33,100,93,5,PAA87203753,TC4712-7080,None,New construction,2007,1997,None,,False,,Y,POINT (4508667.652685095 -15490304.24991483),POINT (4508667.652685095 -15490304.24991483)
PAA02715992,PAA33419837,40.42533233533961,-80.29813764780877,42083512905,42027996758,42007,6687882,179 Encanto Alley,585 Bush Bypass,Fort Myers,PA,30916,133,396,52,50,69,100,34,PAA43153188,PAA07891661,30 percent present value,New construction,1985,2013,None,True,False,True,Y,POINT (4500127.410718863 -15732713.955950845),POINT (4500127.410718863 -15732713.955950845)
PAA97460227,PAA23630893,40.53677848714314,-79.95343011022386,42017663230,42039929690,42006,3431104,1076 Wallace Gardens,729 Sampson Stravenue,Clemmons,PA,39255,236,470,158,40,20,25,27,PAA75307316,PAA94286966,30 percent present value,New construction,2019,1985,82451,,True,True,N,POINT (4512533.539588501 -15508925.438711926),POINT (4512533.539588501 -15508925.438711926)
PAA00644893,TC5470-0971,40.58099586255737,-79.83033820484344,42060510392,42010559362,42005,4259915,1328 Quintara Freeway,70 Paulding Court,Troy,PA,68210,475,336,201,23,35,37,3,PAA41026260,PAA04001463,Both,Acquisition and Rehab,1986,2012,None,True,,False,Y,POINT (4517455.795303829 -15430850.143027117),POINT (4517455.795303829 -15430850.143027117)
PAA98293798,PAA62343439,40.5266183646218,-79.96388722571557,42081662813,42044958977,42006,1406377,MegaSolutions,1195 Rockaway Station,Kannapolis,PA,57423,561,289,321,4,16,68,7,PAA48812774,TC7062-7198,None,Acquisition and Rehab,1996,2022,78734,,True,True,N,POINT (4511402.519923028 -15515601.794925634),POINT (4511402.519923028 -15515601.794925634)
PAA31683829,TC2131-9853,40.49639868431978,-79.80839513205284,42071917768,42062200860,42006,2673510,Fellowship Investments,379 Bellair Park,Leander,PA,68884,700,523,352,143,40,49,73,PAA67880498,TC5969-4492,30 percent present value,Acquisition and Rehab,2001,2015,76832,,True,False,Y,POINT (4508038.480499872 -15417030.26093878),POINT (4508038.480499872 -15417030.26093878)
PAA30155463,TC0311-2699,40.38072606374601,-79.97038045593985,42008287322,42030024165,42002,5333093,263 Cloud Bridge,1127 Tingley Manor,Oak Harbor,PA,67616,25,455,151,168,72,17,41,PAA27695259,TC8506-6222,None,Acquisition and Rehab,2003,1995,None,,True,True,Y,POINT (4495161.863278876 -15519750.870311491),POINT (4495161.863278876 -15519750.870311491)
PAA04483931,PAA12366719,40.28853793697744,-79.87231225829665,42087188352,42048189711,42003,7237394,619 Redondo Park,452 South Hill Grove,Des Plaines,PA,02651,119,347,200,89,89,31,71,PAA64002153,PAA50166028,None,New construction,1982,1993,95254,,True,,Y,POINT (4484899.527949814 -15457368.057131546),POINT (4484899.527949814 -15457368.057131546)
PAA39720460,PAA67437151,40.52512686170182,-80.239249918009,42010942563,42007508971,42005,5803518,Beazer Homes USA,39 Nelson Rising Station,Dallas,PA,58784,55,84,361,19,45,98,45,PAA40751663,TC4094-9470,None,New construction,2023,2014,None,False,,True,Y,POINT (4511236.48657746 -15693931.184127638),POINT (4511236.48657746 -15693931.184127638)
PAA43863165,TC1597-0200,40.29698188068058,-79.98900866767535,42092357503,42095378983,42001,1597122,Pfizer,162 Gennessee Motorway,Tallahassee,PA,22096,150,68,283,31,4,73,43,PAA35241728,TC5604-9960,None,New construction,1988,2021,None,False,False,False,N,POINT (4485839.503463134 -15531668.785566615),POINT (4485839.503463134 -15531668.785566615)
PAA25062726,TC4917-3393,40.60852834972373,-80.17373720069321,42081744169,42081630936,42005,2843210,Prestiga-Biz,798 Burritt Bayou,Killeen,PA,77267,98,597,139,178,92,76,25,PAA33453402,TC8692-3469,Both,New construction,2008,1996,56952,False,,False,N,POINT (4520520.69775546 -15651056.622372072),POINT (4520520.69775546 -15651056.622372072)
PAA98496839,PAA39771234,40.50182158337823,-79.91435329920265,42020811228,42026843690,42007,2410581,Marantz,122 Friedell Center,Elmwood Park,PA,71344,395,210,140,87,54,95,38,PAA41633472,PAA97599964,70 percent present value,Acquisition and Rehab,2021,2019,45136,True,,True,N,POINT (4508642.154861681 -15484037.53323943),POINT (4508642.154861681 -15484037.53323943)
PAA77799140,TC4423-1690,40.40420364580731,-79.90199448541283,42062769778,42027438824,42002,3978831,Valero Energy Corporation,658 Wilson Crossing,Lake Worth,PA,59848,683,287,286,67,6,50,63,PAA89332447,TC5173-9388,70 percent present value,New construction,2017,1995,None,True,False,False,N,POINT (4497775.375758997 -15476186.102062229),POINT (4497775.375758997 -15476186.102062229)
PAA18782577,PAA43373461,40.4837975282586,-79.91480859421073,42084740215,42005834842,42007,9407526,1226 Nahua Avenue,58 Alana Field,Fort Walton Beach,PA,01214,371,185,153,88,20,26,35,PAA20795565,TC5635-7637,30 percent present value,New construction,2005,2023,None,True,,True,N,POINT (4506635.726223734 -15484326.959429933),POINT (4506635.726223734 -15484326.959429933)
PAA19515490,PAA93469919,40.59503150781768,-80.08813560702679,42017605042,42089326886,42001,0761993,1034 Seal Rock Terrace,1078 Blairwood Bayou,Port Orange,PA,70968,525,434,230,144,57,29,65,PAA12399505,TC8498-0125,70 percent present value,New construction,2007,1984,None,,False,,N,POINT (4519018.236187161 -15595459.525353137),POINT (4519018.236187161 -15595459.525353137)
PAA33952970,TC2862-8256,40.435629091944584,-79.95062682392495,42080174493,42073872178,42000,6569951,Energy East,343 Spofford Avenue,Chicago,PA,18200,504,319,102,115,9,91,55,PAA02485086,TC1539-8150,70 percent present value,Acquisition and Rehab,1996,1992,None,False,False,True,Y,POINT (4501273.64042095 -15507136.84668329),POINT (4501273.64042095 -15507136.84668329)
PAA50943465,PAA05654244,40.41654352157804,-79.78720294536929,42003444618,42091440243,42005,9750229,Plan Smart Partner,136 Holladay Cove,Walker,PA,29090,438,585,169,148,20,62,64,PAA30756966,TC2994-7534,30 percent present value,New construction,1981,2019,None,True,True,True,N,POINT (4499149.044446248 -15403711.209734555),POINT (4499149.044446248 -15403711.209734555)
PAA74190425,PAA40953597,40.41920030069628,-79.97663307651969,42007738619,42008880308,42004,1648520,467 Geary Circle,291 Kinzey Green,Jacksonville,PA,45122,382,316,209,28,41,84,22,PAA62366796,PAA21607531,Both,Acquisition and Rehab,1997,2023,None,,False,False,Y,POINT (4499444.79574484 -15523748.713248698),POINT (4499444.79574484 -15523748.713248698)
PAA38695889,PAA91485764,40.517237403482476,-79.98745588812392,42067828879,42073021332,42004,9320698,Wendy's/Arby's Group,462 Fairfield Annex,Chicopee,PA,05990,277,95,241,198,74,62,61,PAA48623966,PAA44001008,30 percent present value,Acquisition and Rehab,2010,2010,None,,True,False,N,POINT (4510358.236105847 -15530674.5135355),POINT (4510358.236105847 -15530674.5135355)
PAA86765123,TC0629-8692,40.51260688691439,-79.8600546173568,42095316740,42069100993,42003,8191976,668 Pacheco Lodge,539 Cardenas Drive,Palm Springs,PA,95021,199,103,376,145,54,11,21,PAA64311591,PAA18259177,70 percent present value,Acquisition and Rehab,2020,2015,None,True,True,,N,POINT (4509842.769359377 -15449612.831846055),POINT (4509842.769359377 -15449612.831846055)
PAA05222517,TC4212-6084,40.356635750755316,-79.82841616060641,42043458507,42028847685,42004,3657720,American Reprographics Company,536 Paloma Spur,Lewisville,PA,18452,498,119,186,180,7,51,5,PAA86506082,TC5494-9446,None,New construction,1990,2011,None,True,True,False,N,POINT (4492480.141903702 -15429638.449318485),POINT (4492480.141903702 -15429638.449318485)
PAA22234430,TC3084-6997,40.3408702834384,-79.96128315007743,42019906871,42033179263,42003,0209992,"FileMaker Inc., formerly Claris Corp.",832 Beale Loop,Tiffin,PA,25026,623,565,107,141,69,55,30,PAA50529923,PAA30966698,70 percent present value,New construction,1990,1996,36683,False,True,True,Y,POINT (4490725.138109865 -15513938.576569347),POINT (4490725.138109865 -15513938.576569347)
PAA96705774,PAA05232033,40.485706736144856,-79.7222654272528,42057938913,42066227725,42006,6683284,Nordstrom,441 Johnstone Gardens,Massapequa Park,PA,12156,279,286,237,106,48,8,6,PAA49681505,PAA84455403,70 percent present value,Acquisition and Rehab,2003,2005,1117,,False,True,N,POINT (4506848.258273452 -15363068.318527712),POINT (4506848.258273452 -15363068.318527712)
PAA46720373,TC7262-5553,40.293159434589825,-79.98158285738702,42095912218,42009017183,42001,2895771,503 Cambon Heights,225 Langdon Stravenue,Deerfield Beach,PA,45778,590,438,21,27,70,42,22,PAA68619061,TC6099-6787,None,New construction,2022,1980,69428,False,,True,N,POINT (4485413.990710726 -15526915.288556274),POINT (4485413.990710726 -15526915.288556274)
PAA22282014,PAA32242984,40.637472985816814,-80.1309649868013,42097428102,42077973252,42001,1384996,880 Raleigh Heights,702 Candlestick Cove Lodge,Niles,PA,48535,54,506,146,67,32,27,43,PAA03725953,PAA60111316,70 percent present value,Acquisition and Rehab,2017,2016,85686,True,False,,N,POINT (4523742.799906538 -15623216.955875073),POINT (4523742.799906538 -15623216.955875073)
PAA64029236,TC7355-7149,40.413598339303576,-79.77695846529298,42011300933,42008438477,42008,1021471,57 Fifth Manor,213 Quarry Mews,Edmonds,PA,20174,39,114,376,10,9,1,30,PAA09388339,PAA42850802,70 percent present value,Acquisition and Rehab,2008,2008,None,False,False,True,Y,POINT (4498821.188255161 -15397282.470376585),POINT (4498821.188255161 -15397282.470376585)
PAA78689619,TC9211-7038,40.29636624292978,-80.02394209147465,42063908638,42045017645,42006,7362555,Asbury Automotive Group,1200 Bernard Cove,Laconia,PA,62833,219,444,108,49,53,30,27,PAA22461088,TC9924-5133,Both,New construction,1984,1990,75830,False,False,True,Y,POINT (4485770.970982201 -15554077.710745947),POINT (4485770.970982201 -15554077.710745947)
PAA30506300,PAA03909272,40.647988666770665,-80.07684517156252,42034141920,42086090010,42006,5740684,AirTran Holdings,93 Coleridge Circle,Terre Haute,PA,63902,68,408,112,64,2,60,2,PAA83296155,TC7177-8137,30 percent present value,New construction,2006,2013,None,True,,False,Y,POINT (4524913.400155665 -15588162.04741385),POINT (4524913.400155665 -15588162.04741385)
PAA12322667,TC5702-3411,40.56219830618032,-79.87455172857116,42067508163,42009619588,42007,0237548,Intercontinental Manufacturing Company,91 Ggp Access Road Alley,Maplewood,PA,91751,12,250,189,42,70,67,5,PAA68476447,TC7956-0400,None,New construction,2016,1994,None,False,,False,N,POINT (4515363.2608997775 -15458785.939768646),POINT (4515363.2608997775 -15458785.939768646)
PAA12950267,TC3759-9352,40.217259417354406,-79.89513027301197,42062566875,42033937645,42008,6936930,527 Restani Turnpike,965 Francisco Cove,Johns Creek,PA,21375,341,128,294,130,88,16,14,PAA90406425,TC5599-5851,None,Acquisition and Rehab,2019,2022,4592,False,,,N,POINT (4476964.8394408785 -15471829.442986574),POINT (4476964.8394408785 -15471829.442986574)
PAA83810144,TC4332-7859,40.55616134466883,-80.16002554274172,42011474116,42020080859,42004,6431475,1019 Clipper Cove Arcade,786 Clover Bend,Butte-Silver Bow,PA,05613,433,103,211,47,24,16,13,PAA65249448,PAA45947435,30 percent present value,Acquisition and Rehab,1985,1980,None,,,,N,POINT (4514691.229418379 -15642118.904942207),POINT (4514691.229418379 -15642118.904942207)
PAA33707683,PAA03266560,40.4613803265903,-80.210079903576,42089084699,42053383035,42009,1615817,Anixter International,560 Hemway Stravenue,Alice,PA,89629,324,353,54,17,100,21,19,PAA20315200,PAA59022975,Both,Acquisition and Rehab,2013,2017,83864,True,True,True,Y,POINT (4504140.254749009 -15674805.889350913),POINT (4504140.254749009 -15674805.889350913)
PAA53605467,TC5250-7604,40.34949975490147,-79.86438843094905,42093039088,42048133606,42002,8796344,Access Asia,167 Rosella Street,Cambridge,PA,93850,295,19,141,120,66,88,73,PAA82567420,TC3091-0800,Both,New construction,2011,2011,None,False,,True,Y,POINT (4491685.766478948 -15452353.709942175),POINT (4491685.766478948 -15452353.709942175)
PAA25953187,PAA20688825,40.48120827941579,-80.20106289580863,42038267850,42014633157,42001,8088696,Applied Materials,350 Scenic Square,Laguna Niguel,PA,19415,223,262,382,32,90,99,4,PAA41834417,PAA50084960,None,New construction,2003,1989,95293,,,,Y,POINT (4506347.492361016 -15668905.312775353),POINT (4506347.492361016 -15668905.312775353)
PAA15760630,TC3391-1170,40.4848669313743,-80.23488774714869,42010712344,42046248384,42000,6375256,143 Pueblo Ferry,820 Upper Service Cove,Barstow,PA,92355,262,489,118,39,2,70,43,PAA36889189,TC6968-2592,30 percent present value,Acquisition and Rehab,1983,2015,23151,True,False,,Y,POINT (4506754.771634027 -15691067.53420757),POINT (4506754.771634027 -15691067.53420757)
PAA30788965,TC1814-3106,40.633897564508445,-79.91954609397291,42070681296,42005051015,42004,1843739,411 Owens Parkway,390 Ravenwood Center,Xenia,PA,74389,542,101,130,11,39,84,31,PAA16407060,TC8370-4234,30 percent present value,New construction,2020,1985,None,True,False,False,Y,POINT (4523344.785827119 -15487339.305135125),POINT (4523344.785827119 -15487339.305135125)
PAA74917094,PAA13128900,40.35578640217063,-80.1515271723058,42004790436,42068232210,42008,4545004,376 Silver Landing,425 Montgomery Pass,Hazelwood,PA,69425,676,23,14,65,45,77,60,PAA50166079,TC5735-0951,30 percent present value,Acquisition and Rehab,2019,2017,50211,True,,False,Y,POINT (4492385.592851748 -15636585.570780348),POINT (4492385.592851748 -15636585.570780348)
PAA17528199,PAA39352895,40.620641300407975,-79.78266614263666,42098207818,42000999680,42002,6968215,CNA,1369 Gennessee Crossing,North Platte,PA,04323,385,564,29,113,50,45,33,PAA64524815,PAA81658059,None,New construction,2016,2007,98070,True,False,,Y,POINT (4521869.105257634 -15400863.433975793),POINT (4521869.105257634 -15400863.433975793)
PAA85491717,PAA11077949,40.45349532621424,-79.81569083271809,42053158780,42005349409,42001,7835327,AMR Corporation,348 Collins Alley,Homewood,PA,67916,584,415,35,35,77,88,38,PAA81828764,TC8318-6022,30 percent present value,New construction,1982,2023,None,,,False,Y,POINT (4503262.500522241 -15421621.868265515),POINT (4503262.500522241 -15421621.868265515)
