development_code,longitude,latitude,geocoding_accuracy,county_fips_code,census_tract,municipality_fips,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,owner_organization_name,participant_code,formal_participant_name,project_name,total_dwelling_units,acc_units,total_occupied,regular_vacant,pha_total_units,percent_occupied,people_per_unit,people_total,rent_per_month,median_inc_amnt,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_lt80_median,pct_lt50_median,pct_lt30_median,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tminority,tpoverty,tpct_ownsfd,chldrn_mbr_cnt,eldly_prcnt,pct_disabled_lt62_all,national_building_id,geom,geom_webmercator
PA00549942,-80.09864182927984,40.4645694900101,4,42003,42051747389,800077449,South Fayette,845 Clara Freeway,904 Pope Landing,Ozark,PA,66170,450,Housing Authority of North Braddock,PA005,Verbatim Corporation,Hutchins,402,130,389,36,1550,52,2.99,771,302,153871,3441,5557,37.7561234206,41.4224747399,43.6007797007,34.3265726106,26.5138794183,99.4492124782,80.622259132,69.0566511794,73.7075948777,3.3640694199,14.0908271815,27.736356503,84.7326631557,59.6065993004,53.3864635537,18,87.6023155332,63.5309317012,3658640000,POINT (4504495.270796957 -15602257.529264994),POINT (4504495.270796957 -15602257.529264994)
PA00976350,-80.14474849625607,40.516734782698016,R,42003,42032762805,800023759,Monroeville,1222 Prado Creek,200 Martinez Field,Broken Arrow,PA,00055,461,Housing Authority of McCandless,PA009,Merrymaking,Wayland,435,186,10,9,2501,44,2.79,1078,206,76144,12821,7996,15.703406645,38.3465774541,49.2886682951,12.1135272118,6.8437665891,91.2257996647,90.9337641995,92.0274842878,42.5360619242,12.3228927309,42.0005553323,39.3974404334,16.5621883445,70.0858429237,79.6142354384,16,58.6313519101,1.3562126424,4296610000,POINT (4510302.284616059 -15632175.327177169),POINT (4510302.284616059 -15632175.327177169)
PA00101234,-80.23752347229915,40.532993907148295,B,42003,42028676428,800960556,Frazer,1291 Beale Spur,369 Oliver Ferry,Leesburg,PA,10817,170,Housing Authority of Turtle Creek,PA001,Goodrich Corporation,Casitas,315,42,74,26,2961,9,1.06,564,486,172151,19671,6860,42.7536755248,49.1469070861,36.9817923535,24.0611153547,37.9544524438,96.8022329204,97.6344324274,81.8561676255,35.3517656794,83.80986921,5.3592731388,29.2325093669,86.8865960017,58.2741135441,66.9920827501,26,97.4443919528,54.8881346398,0658380000,POINT (4512112.242070609 -15692797.66662213),POINT (4512112.242070609 -15692797.66662213)
PA00970849,-80.08121309489329,40.33704100263642,B,42003,42000135212,800690229,Glen Osborne,Pro Yard Services,454 Swiss Row,Haltom City,PA,34947,442,Housing Authority of ,PA007,AND1,San Ramon,45,281,76,47,1573,10,1.31,268,242,83815,2877,17758,2.129216096,73.2114096109,24.7187854095,36.3785543805,12.6422801742,98.302929022,96.9950265559,73.3011074988,89.8093047445,99.8117649766,21.2083691355,25.8432950876,13.8395354025,47.974617733,80.6791423843,12,84.8618467752,67.5256585803,5589880000,POINT (4490298.864520883 -15590984.24254192),POINT (4490298.864520883 -15590984.24254192)
PA00409467,-80.17716551928027,40.578729599581024,B,42003,42092933014,800665059,Pennsbury Village,Accord Investments,551 Worcester Park,Menomonee Falls,PA,98278,362,Housing Authority of Liberty,PA005,Hardee's,Peninsula,211,33,392,21,1464,35,2.77,1142,295,240009,15882,16244,27.7838634252,37.7598778281,38.5231947013,33.9250351555,5.5356700011,94.6494037539,91.5650445448,69.0790030043,18.1812398262,85.6817269167,27.8353260274,29.7705400829,28.9477075166,39.4229483452,93.76129887,19,95.573435417,40.6153673869,7045020000,POINT (4517203.516063298 -15653293.244959746),POINT (4517203.516063298 -15653293.244959746)
PA00207549,-80.05779726057844,40.467787223123025,B,42003,42022868888,800355540,Kennedy,Mission You,549 Christopher Terrace,Plum,PA,52896,388,Housing Authority of Aleppo,PA009,L&L Hawaiian Barbecue,Hilton,295,1,79,41,1241,84,1.14,737,488,132508,153,9972,44.8292585866,70.2410198216,36.5107657292,13.1606786985,21.4978075089,96.9549507171,90.9169516389,75.1659678191,63.1640020301,73.7507031567,48.6177765644,34.9963877817,95.8166592118,51.5201260151,65.3257502098,17,25.7675633743,34.467968586,0907540000,POINT (4504853.467208598 -15575869.201773847),POINT (4504853.467208598 -15575869.201773847)
PA00536906,-79.98778059111501,40.51575294295118,4,42003,42010847798,800335753,Sharpsburg,64 Granville Bypass,920 Washington Lane,Bristol,PA,91867,274,Housing Authority of Verona,PA004,Cougar Investment,Fern,451,290,221,17,833,53,3.03,1094,393,96278,9766,9370,16.7640019205,22.9725752382,31.6588277529,24.2597788567,11.8266927668,99.4039754829,84.6717518438,59.5395652115,70.4167202654,60.4601953123,23.8837090692,32.1048475652,82.4221253255,19.2434389669,75.1283581629,22,86.4797533461,24.4074751756,5659280000,POINT (4510192.986715401 -15530882.413944934),POINT (4510192.986715401 -15530882.413944934)
PA00656084,-79.72229215581214,40.52192079039818,T,42003,42000475941,800987808,Sewickley Heights,410 Brewster Garden,1296 Folsom Alley,Sandy Springs,PA,30304,45,Housing Authority of Rankin,PA007,Aon Corporation,Eddy,103,60,447,38,2174,56,1.08,1094,241,140052,11906,9119,1.7042217176,16.5465916648,39.8607069011,6.648946406,38.4818749788,96.3567477847,83.9553376521,71.6699068945,77.6891811636,90.014636189,15.0850820086,21.9672208898,68.3575471231,62.7783522027,53.4896779267,24,90.5855005781,33.6053546595,5412770000,POINT (4510879.58835249 -15363084.994997812),POINT (4510879.58835249 -15363084.994997812)
PA00758757,-79.87652015377998,40.4053019584081,T,42003,42035024376,800473553,Chalfant,ManPower,331 Berry Extension Hill,Havelock,PA,09077,399,Housing Authority of North Braddock,PA007,Publix,Ocean Vista,463,499,429,27,1156,80,3.41,929,496,227925,6081,5654,35.6204968762,65.2072347137,26.3866708544,16.0010503341,27.128503771,90.7315436455,76.9233003489,53.1774710407,33.2769771136,5.9906600761,23.8504157105,27.8301377336,13.0135848456,76.4955779815,59.6378142207,15,47.9210023367,33.2804546801,0635320000,POINT (4497897.63935845 -15460032.471100707),POINT (4497897.63935845 -15460032.471100707)
PA00228933,-80.15912490766266,40.582000606925654,T,42003,42067159698,800083115,Elizabeth,88 Kenwood Estate,1136 Torney Square,Haverhill,PA,00260,227,Housing Authority of Scott,PA005,Red River Broadcasting,Clarendon,384,407,183,12,2729,57,3.91,757,466,128650,4424,6566,3.1366637611,64.2230097895,47.6861579679,21.2841680018,28.6198374098,98.3242149245,84.1341988931,57.2546499097,26.2079362384,24.3475348651,16.8783454292,42.630017877,51.7409707976,27.828671183,61.3675184452,14,60.6980114231,18.0008237182,9847460000,POINT (4517567.642935283 -15641532.272541298),POINT (4517567.642935283 -15641532.272541298)
PA00873304,-79.88742136438965,40.66705918703882,T,42003,42084843295,800444951,East Deer,670 Nido Landing,737 San Marcos Shore,Hutchinson,PA,61074,480,Housing Authority of Kennedy,PA006,Adobe Systems Inc.,Burnett,110,407,342,46,1569,39,3.37,1156,299,162329,14699,11303,46.4537876769,42.0605537345,37.1876530239,28.0605004056,22.9772497499,95.1815810018,97.8467776937,61.8666917024,39.5895556083,46.5401426646,38.9155149002,9.3854136822,61.2189006255,53.2438196155,84.3458014689,30,33.6091123596,62.5978786656,7776300000,POINT (4527036.320761079 -15466940.152306637),POINT (4527036.320761079 -15466940.152306637)
PA00601506,-79.87819011591213,40.20643740347099,R,42003,42027516600,800990876,Springdale,Peterbilt,308 Oloran Road,San Benito,PA,20749,79,Housing Authority of Blawnox,PA009,Office Max,Safira,44,87,263,9,1225,86,3.49,73,236,249161,13019,16014,13.6394685109,27.1317848615,23.5952231971,16.677475778,25.1425938143,99.2956202894,74.5260855892,83.5790644821,10.7079291742,22.2413396965,15.8853703425,33.0844022737,92.1715668867,51.8203123026,21.2278496467,10,19.8627104502,30.1762356088,0382530000,POINT (4475760.138366019 -15461090.184807297),POINT (4475760.138366019 -15461090.184807297)
PA00708315,-79.78485420012247,40.40469551006578,B,42003,42032639725,800587801,Kilbuck,W. L. Gore & Associates,1122 Beulah Creek,Los Angeles,PA,07445,157,Housing Authority of North Braddock,PA009,Lennox International,Springfield,61,443,389,13,2077,9,1.34,446,302,157489,19781,14882,37.3024588984,6.1380566019,31.2581691181,32.7205512719,6.1675320588,99.2936554523,88.5518957091,58.859585719,80.8787568093,47.2190946192,6.6754618629,37.6882078688,20.2262930405,17.2403753914,96.8121072736,14,90.9177011102,44.1493658532,1987270000,POINT (4497830.12983779 -15402236.733342625),POINT (4497830.12983779 -15402236.733342625)
PA00618939,-80.1747719826074,40.367487849074564,B,42003,42008682033,800709343,Monroeville,Washburn Guitars,919 Pershing Center,Roy,PA,52803,256,Housing Authority of Wall,PA008,Kerr-McGee,Greenspring,13,268,259,30,2662,9,3.86,482,301,240157,13431,13183,8.8269532029,59.2516976997,42.3816165701,20.7430827282,38.9839552618,97.8904260083,84.7286467994,79.8539607588,44.705777231,72.9375880504,22.991102877,2.3955211294,67.6310832621,33.3399146975,72.030260006,6,91.6091379297,23.393168626,0249080000,POINT (4493688.191962639 -15651731.62890859),POINT (4493688.191962639 -15651731.62890859)
PA00427385,-79.9041351520721,40.3172895134702,R,42003,42079514185,800667189,Glenfield,Spectrum Brands,413 Eastman Expressway,Evanston,PA,56902,450,Housing Authority of Blawnox,PA008,Xray Eye & Vision Clinics,Windsor,38,356,93,4,1959,55,3.78,887,312,89588,12148,17317,14.5899819249,45.1285225547,6.1197054738,5.3506748033,23.4878720159,95.6589000165,76.1687501394,54.2777975007,12.4408043461,14.8931176149,6.0835766725,39.7842515233,39.8953655419,63.66837362,67.632489899,16,58.5568882963,63.637440309,7347110000,POINT (4488100.138804492 -15477545.36508114),POINT (4488100.138804492 -15477545.36508114)
PA00614522,-79.94682817124783,40.39691363439214,R,42003,42048781562,800109303,Springdale,1313 Quane Shore,53 Burritt Pass,Safety Harbor,PA,13665,229,Housing Authority of Ross,PA009,Amerigroup,Harriet,69,431,305,18,858,53,1.52,179,223,213742,13510,7579,29.5654205957,45.5860894597,6.1991945309,15.243111567,31.4875289666,98.7435561593,73.9600848301,68.2169895751,22.1369366306,8.5974967153,29.5541889746,3.1459950321,16.6384783579,62.7579070384,72.4600245941,5,87.9040297202,19.2930191663,1352900000,POINT (4496963.8554003835 -15504713.964816),POINT (4496963.8554003835 -15504713.964816)
PA00879966,-79.72916992750194,40.61694393419157,B,42003,42014695825,800404550,West Elizabeth,Ecolab,312 Rockdale Run,East Moline,PA,56413,300,Housing Authority of Oakdale,PA006,Vantec,Colonial,3,85,36,9,2560,27,1.95,1050,281,135352,9052,14224,28.4609185874,59.1205414307,22.7743284558,1.2378781887,3.3191462731,92.2294110089,93.0202570214,79.770642001,31.6102429793,17.2602173676,11.6397027165,23.4730350162,67.473385917,14.4264936862,36.1658742747,26,53.1981801522,24.1598671735,5401600000,POINT (4521457.516333147 -15367377.597595152),POINT (4521457.516333147 -15367377.597595152)
PA00933269,-79.95593000172862,40.518117727048256,4,42003,42063809130,800418136,East Pittsburgh,952 Sunrise Estate,811 Gaviota Glen,Gilroy,PA,54582,369,Housing Authority of White Oak,PA005,Big Lots,Panorama,360,116,320,30,1207,94,3.34,279,396,81435,10636,7516,44.2839722269,8.4295192781,7.6081334553,37.9880120154,0.5490799674,91.5609556585,94.16127039,76.0814562479,54.0525844406,86.6168546181,29.6439967697,3.8075058495,71.943495529,51.7690021861,22.3965507473,15,61.9162245769,49.7746365508,9577790000,POINT (4510456.233276923 -15510520.871238146),POINT (4510456.233276923 -15510520.871238146)
PA00753724,-79.9332028244371,40.50108894339034,4,42003,42046309849,800460760,Bell Acres,Kellogg Company,714 Kaplan Point,Sunnyvale,PA,75839,185,Housing Authority of Etna,PA006,Wise Solutions,Auto,28,455,39,25,1443,55,2.14,511,242,198319,367,17147,20.9547583202,39.6012476228,44.1816428569,31.3381412767,19.9727465644,99.8600640954,84.4078549008,98.7364381146,41.0133342476,8.9857764158,27.0112546651,20.2379673366,60.8360894863,55.8750500246,69.2596857927,17,25.3721585535,48.9172768219,6193050000,POINT (4508560.597751295 -15496030.803161006),POINT (4508560.597751295 -15496030.803161006)
PA00944647,-79.82964160167069,40.5988371522316,T,42003,42068079110,800737291,Ohara,168 Bowman Pine,850 Baxter Alley,Staunton,PA,49827,449,Housing Authority of Kilbuck,PA000,Take-Two Interactive,Fresno,91,117,104,3,2090,56,3.54,794,211,164025,10223,14618,39.9489396428,53.4479986419,25.7062097842,17.7039486913,38.7237302501,95.1993278979,82.0646310471,78.3700781786,41.1187655799,30.9018323936,47.6098639441,1.2089301489,19.8999926688,15.5651109292,35.9932988432,12,84.0306380627,37.1915088217,7437150000,POINT (4519441.878585459 -15430410.964790998),POINT (4519441.878585459 -15430410.964790998)
PA00672787,-80.1727389380977,40.397375101435344,R,42003,42013488509,800077495,Oakmont,SAIC,601 Colin P Kelly Jr Arcade,Glendale,PA,91715,469,Housing Authority of Richland,PA008,Bio-Rad Laboratories,Marlin,93,438,458,28,2344,27,2.1,1296,423,219713,17159,6980,20.1413301941,67.860861478,27.3717880499,34.1707010155,29.9076019076,96.733489406,72.4613837512,96.8310760625,57.0834606804,61.550456508,3.3626255148,3.4846114091,11.1477130831,68.5379414448,23.8655048606,9,36.7932672701,36.7739647002,7646140000,POINT (4497015.225676651 -15650405.504732396),POINT (4497015.225676651 -15650405.504732396)
PA00629737,-79.88857698682881,40.645461011544874,4,42003,42065995554,800294725,Springdale,Target Realty,73 Charlton Trail,Ames,PA,83663,400,Housing Authority of North Versailles,PA006,Stratabiz,Melrose,443,129,180,44,1389,28,3.06,605,291,185436,10568,9002,33.9301790596,9.8426764025,2.6814882134,2.9616303999,31.3678927175,93.7596268489,87.1750008195,84.34156489,46.7326688889,36.3482555016,6.748112345,10.2450537763,69.8755141223,49.3501663679,69.4586058083,24,10.7727773268,10.5820796579,7142730000,POINT (4524632.0228630295 -15467672.858091153),POINT (4524632.0228630295 -15467672.858091153)
PA00932021,-80.24563684776571,40.48511767647297,4,42003,42063725494,800025748,Glassport,442 India Green,830 Claremont Hill,Athens,PA,37090,240,Housing Authority of Crafton,PA003,Kroger,Cedro,41,101,181,13,2447,55,2.79,296,403,183496,17129,15398,28.2690448129,20.0024124961,41.8904301173,10.681177829,19.0601192161,92.6259244043,94.4167113269,50.8080437459,2.1011316662,36.3042658775,39.8685733029,25.6471974678,47.244190626,43.4843394171,96.3164968715,13,35.0564747561,30.3434575437,9580260000,POINT (4506782.68445073 -15698126.321919618),POINT (4506782.68445073 -15698126.321919618)
PA00076012,-79.85903521393122,40.53575431411231,R,42003,42010225978,800327978,East Deer,1074 Sonoma Bayou,613 Sparta Parkway,Long Beach,PA,45929,229,Housing Authority of West Homestead,PA006,Dick's Sporting Goods,Myrtle,392,349,332,24,1131,100,1.62,789,441,105268,14822,10480,33.0368936237,55.6947408472,3.2312778229,17.3223421771,33.4863709662,90.0105739608,87.5423136635,59.7642985419,59.5810757429,15.4077269535,39.4726391622,27.8006088646,26.2001224307,39.6772364674,85.9655328965,28,82.3822666558,19.799654227,3190180000,POINT (4512419.529168225 -15448968.288505122),POINT (4512419.529168225 -15448968.288505122)
PA00452066,-80.10157674430101,40.4265309443109,T,42003,42051731310,800557265,Wilmerding,Corinthian Designs,943 Clarke Crescent,Ellensburg,PA,33400,254,Housing Authority of Marshall,PA006,Minnesota IMPLAN Group,Selma,22,266,344,49,2439,58,1.46,1421,354,181700,17524,5463,30.0437810465,49.5538922328,39.6366910494,9.4711626611,7.7629870285,94.0323329495,79.7093176355,53.4565545857,15.9201838722,67.0045919995,21.8504798345,9.2412350607,96.0848373519,75.6553982577,24.1971981944,22,84.3570348769,24.7947819766,5310880000,POINT (4500260.839259206 -15604157.828971181),POINT (4500260.839259206 -15604157.828971181)
PA00221775,-79.87187735915465,40.64124047421114,R,42003,42044217103,800247696,Pitcairn,418 Costa Terrace,241 Milton Green,Tracy,PA,91226,175,Housing Authority of Marshall,PA009,Independent Investors,Forest View,278,426,252,5,2823,75,1.88,458,442,239928,19764,8410,36.3585280179,37.3674355976,0.5570114409,32.9381309712,12.491883582,95.5934034565,70.952141034,57.4669772503,59.4357974664,69.6367746214,10.3815216859,32.222546238,11.0749182388,19.3861019162,93.308634837,21,39.2678040496,59.3244243305,3065010000,POINT (4524162.194796164 -15457092.7440889),POINT (4524162.194796164 -15457092.7440889)
PA00672297,-80.01411729676411,40.49435159594063,R,42003,42054683233,800523391,Heidelberg,238 Carnelian Annex,242 Carr Mews,Agawam,PA,97444,236,Housing Authority of Wall,PA002,Titania,Taraval,12,371,111,2,1645,77,3.91,32,368,125425,2119,5840,5.2952979003,22.9617285887,20.8776494514,38.1108220277,8.1312750761,94.8743364989,99.4639370187,78.3792154111,76.7970932227,75.9067782436,24.0254462562,30.5558505413,12.1119241894,33.6613805104,95.7422034534,17,81.1802450403,41.291568961,9386740000,POINT (4507810.599663896 -15547767.50766683),POINT (4507810.599663896 -15547767.50766683)
PA00789219,-79.94012655983931,40.33602232202446,4,42003,42028252831,800977926,South Park,Southwest Airlines,320 Beideman Pike,Scottsdale,PA,67719,56,Housing Authority of South Versailles,PA005,Mission Realty,Jean,451,56,88,23,1666,32,1.23,15,344,238528,18936,13127,13.9130652779,61.6854219267,36.9670428637,27.3997784937,27.7461113142,97.9997326796,85.0605342637,83.0646492041,55.4078088689,78.7048176254,45.9787445763,5.7780653442,38.4342775952,52.8567765993,61.0948824706,1,15.9646669811,34.9543229668,4126890000,POINT (4490185.465513879 -15500441.707026115),POINT (4490185.465513879 -15500441.707026115)
PA00977341,-79.90787011362266,40.413928797767475,4,42003,42051842449,800121852,Liberty,1082 Jewett Pass,1123 Mckinnon Lane,Sierra Vista,PA,97184,451,Housing Authority of ,PA004,Erie Insurance Group,Ironwood,472,137,432,2,1438,66,3.68,384,308,126441,11755,9756,28.4453945561,24.3079594757,35.9657445011,22.4852404069,37.7519386365,93.5657421681,74.108954349,90.8884282792,17.7306642581,29.5344386042,11.0213248021,13.9016227602,20.585292511,50.3100112608,57.9363987883,27,86.7590310541,14.4557956726,3380780000,POINT (4498857.97472309 -15479917.643541064),POINT (4498857.97472309 -15479917.643541064)
PA00639456,-79.92176394672202,40.232752955813275,4,42003,42097096355,800324046,McCandless,1299 Linden Turnpike,110 Eastwood Creek,Brigham City,PA,39617,184,Housing Authority of Lincoln,PA002,Salem Communications,Toland,157,174,466,39,1742,86,1.37,1321,462,133464,14865,5695,22.0551428583,47.0348749636,0.3147623331,0.4933245324,30.3437760792,90.4342318669,89.7214477672,64.7165128923,80.9448200597,12.7490688245,43.8430272652,8.4843552745,14.4740318665,27.9165212923,64.7748015526,21,32.4639217861,69.0620717327,9562380000,POINT (4478689.572252707 -15488750.011357274),POINT (4478689.572252707 -15488750.011357274)
PA00939774,-79.9283112494872,40.48512750743017,T,42003,42099523632,800302212,Jefferson Hills,918 Agua Bend,278 Alert Court,Fuquay-Varina,PA,28287,44,Housing Authority of Wilkinsburg,PA002,Goldman Sachs,Taylor,475,188,182,20,2144,31,2.2,82,385,132064,12243,17513,15.3435944991,62.3299770132,35.385744653,13.3517732016,6.4609334609,97.188542098,85.777625377,78.6639851649,89.7591740759,58.1511909449,14.3828869467,16.3660636608,22.6518724797,35.1163131025,53.5397247908,3,67.4181539112,54.0325108315,9110880000,POINT (4506783.77882788 -15492916.337227104),POINT (4506783.77882788 -15492916.337227104)
